'Código da unidade geográfica;Situação do setor;Logradouro;Número no logradouro;Complemento;Latitude;Longitude;Localidade;Ponto de referência;Espécie de endereço;Tipo de estabelecimento;Indicador de endereço;Identificação domicílio coletivo;Número da quadra;Número da face;CEP
240200605000001;Urbano;RUA JOAQUIM FELIX;135;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;131;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;127;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;121;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;115;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;SN;CASA;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;103;CASA A;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;103;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;105;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;SN;CASA;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;174;CASA A;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;SN;CASA;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;150;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;143;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;162;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA JOAQUIM FELIX;174;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000001;Urbano;RUA LUIZ CHERMONT;208;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;159;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;155;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;147;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;145;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;141;;;;CENTRO;;Estabelecimento de outras finalidades;ATELIER DE COSTURA;Único;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;137;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;133;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;131;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;127;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;121;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;117;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;115;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;109;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;105;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;SN;CASA;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;93;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;71;;;;CENTRO;;Estabelecimento de outras finalidades;AULA DE REFORCO;Único;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;71;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;67;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;55;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;SN;;;;CENTRO;;Edificação em construção;;-;;3;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;49;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;145;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;135;CASA A;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;135;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;125;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;117;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;109;;;;CENTRO;;Estabelecimento de outras finalidades;SALAO DE BELEZA;Único;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;109;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;107;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;95;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;91;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;87;;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;SN;GARAGEM;;;CENTRO;;Estabelecimento de outras finalidades;MARCENARIA;Único;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;SN;GARAGEM;;;CENTRO;;Domicílio particular;;-;;2;4;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;SN;GARAGEM;;;CENTRO;;Estabelecimento de outras finalidades;CONT DA FLACAME;Único;;2;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;126;LADO A;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO;Único;;2;3;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;126;;;;CENTRO;;Estabelecimento de outras finalidades;CAICO ART;Único;;2;3;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;78;;;;CENTRO;;Estabelecimento de outras finalidades;QUEIJEIRA SANTANA;Único;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;68;;;;CENTRO;;Estabelecimento de outras finalidades;DBOLA ATACADO;Único;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;SN;;;;CENTRO;;Estabelecimento de outras finalidades;FLACAME;Único;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;82;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;86;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;90;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;94;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;98;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;SN;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;104;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;108;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;112;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;116;CASA A;;;CENTRO;;Estabelecimento de outras finalidades;MERCEARIA;Único;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;116;CASA B;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;116;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA MANOEL JOAQUIM;126;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;39;;;;CENTRO;;Domicílio particular;;-;;2;1;59300000
240200605000001;Urbano;RUA CORONEL FRANCISCO PINTO;29;;;;CENTRO;;Domicílio particular;;-;;2;1;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;25;CASA C;;;CENTRO;;Estabelecimento de outras finalidades;OFICIA;Múltiplo;;1;3;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;25;CASA C;;;CENTRO;;Domicílio particular;;-;;1;3;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;25;CASA B;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA;Único;;1;3;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;25;CASA A;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA DE MADEIRA;Único;;1;3;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;29;CASA;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;29;CASA A;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;35;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;36;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;30;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;32;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;32;;;;CENTRO;;Estabelecimento de outras finalidades;MERCADINHO N SENHORA DAS VITORIAS;Único;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;34;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;RUA JOSE PAULO FILGUEIRA;38;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000001;Urbano;PROLONGAMENTO CORONEL FRANCISCO PINTO;21;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA;Único;;1;1;59300000
240200605000001;Urbano;PROLONGAMENTO CORONEL FRANCISCO PINTO;21;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;925;ANDAR 1;;;CENTRO;;Estabelecimento de outras finalidades;IBGE;Único;;9;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;438;;;;CENTRO;;Estabelecimento de outras finalidades;FARMACIA;Único;;9;3;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;446;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE BOLSAS E ACESSORIOS;Único;;9;3;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;448;;;;CENTRO;;Estabelecimento de outras finalidades;POSTO DE MOTO TAXI;Único;;9;3;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;450;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Único;;9;3;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;SN;LOJA;;;CENTRO;;Estabelecimento de outras finalidades;FARMACIA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;528;;;;CENTRO;;Estabelecimento de outras finalidades;BANCA DE REVISTA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;536;ANDAR 2;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;536;ANDAR 1;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;536;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ELETRICOS;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;SN;TERREO;;;CENTRO;;Edificação em construção;;-;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;554;LOJA B;;;CENTRO;;Estabelecimento de outras finalidades;LANCHONETE;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;554;LOJA A;;;CENTRO;;Estabelecimento de outras finalidades;LABORATORIO DE ANALISE CLINICA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;564;LOJA B;;;CENTRO;;Estabelecimento de outras finalidades;OTICA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;564;LOJA A;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE CDS;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;574;LOJA A;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE CELULAR;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;574;LOJA B;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPA INTIMA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;574;LOJA C;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE BIJOTERIA;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;586;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE MATERIAL ELETRICO;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;590;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE BIJOTERIA;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;596;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE FERRO;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;604;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ARTIGO P BEBE;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;622;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ARTIGOS ESPORTIVOS;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;630;;;;CENTRO;;Estabelecimento de outras finalidades;BARBEARIA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;632;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE PLASTICOS;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;636;ANDAR 1;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;636;SALA 2;;;CENTRO;;Estabelecimento de outras finalidades;PERFUMARIA;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;636;SALA 1;;;CENTRO;;Domicílio particular;;-;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;640;;;;CENTRO;;Estabelecimento de outras finalidades;CONCERTO DE RELOGIOS;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;644;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;656;LOJA D;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;656;LOJA C;;;CENTRO;;Estabelecimento de outras finalidades;POSTO DE MOTO TAXIS;Único;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;656;LOJA B;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;656;LOJA A;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE BIJOTERIA;Múltiplo;;9;2;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;LOJA;;;CENTRO;;Estabelecimento de outras finalidades;LOJA E LABORATORIO FOTOGRAFICO;Único;;9;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;493;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Múltiplo;;9;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;LOJA;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Múltiplo;;9;1;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;539;;;;CENTRO;;Estabelecimento de outras finalidades;RADIO 106;Único;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;551;;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;SN;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE BOLSAS;Único;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;577;;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;603;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;ESCRITORIO DE CONTABILIDADE;Único;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;625;LOJA B;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;625;LOJA A;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;625;;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;633;;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;651;;;;CENTRO;;Estabelecimento de outras finalidades;ESCRITORIO CONTABILIDADE;Único;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;659;;;;CENTRO;;Estabelecimento de outras finalidades;LANCHONETE;Único;;9;4;59300000
240200605000001;Urbano;RUA OTAVIO LAMARTINE;659;;;;CENTRO;;Domicílio particular;;-;;9;4;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;LIVRARIA E PAPELARIA;Único;;10;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;LOJA;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE CALCADOS;Único;;10;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;ANDAR 1;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO;Único;;10;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;563;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE RACAO;Único;;10;1;59300000
240200605000001;Urbano;RUA DOUTOR RENATO DANTAS;642;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE RACAO;Único;;10;2;59300000
240200605000001;Urbano;RUA DOUTOR RENATO DANTAS;542;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE RAZAO;Único;;10;2;59300000
240200605000001;Urbano;RUA DOUTOR RENATO DANTAS;598;;;;CENTRO;;Domicílio particular;;-;;10;2;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;SN;;;;CENTRO;;Estabelecimento de saúde;LIGA DO CANCER;Único;;10;3;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;441;BOX A;;;CENTRO;;Estabelecimento de outras finalidades;LANCHONETE;Único;;10;4;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;471;;;;CENTRO;;Estabelecimento de saúde;LIGA DO CANCER;Único;;10;4;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;UNIDADE DE SAUDE POSTO;Único;;10;4;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;593;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Único;;10;4;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;BANCO;Único;;10;4;59300000
240200605000001;Urbano;AVENIDA CORONEL MARTINIANO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;BANCO;Único;;10;4;59300000
240200605000001;Urbano;AVENIDA SERIDO;597;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA MATERIAL DE CONSTRUCAO;Único;;11;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;FARMACIA;Único;;11;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;;;;CENTRO;;Edificação em construção;;-;;11;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;621;LOJA A;;;CENTRO;;Estabelecimento de outras finalidades;FARMACIA;Único;;11;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;621;LOJA B;;;CENTRO;;Estabelecimento de outras finalidades;LOJA ARTIGO RELIGIOSO;Único;;11;1;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;591;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;607;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA;Único;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;607;CASA A;;;CENTRO;;Domicílio particular;;-;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;SN;LOJA;;;CENTRO;;Estabelecimento de outras finalidades;FARMACIA;Único;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;621;;;;CENTRO;;Estabelecimento de outras finalidades;CONSULTORIOS;Único;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;635;;;;CENTRO;;Domicílio particular;;-;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;633;;;;CENTRO;;Edificação em construção;;-;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;633;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;SN;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Único;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;SN;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;11;4;59300000
240200605000001;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;647;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Único;;11;4;59300000
240200605000001;Urbano;AVENIDA SERIDO;649;;;;CENTRO;;Estabelecimento de outras finalidades;ARMAZEM DE COMIDAS;Único;;12;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;659;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE VARIEDADES;Único;;12;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE AVIAMENTOS;Único;;12;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;677;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE CALCADOS;Único;;12;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;677;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;12;1;59300000
240200605000001;Urbano;AVENIDA SERIDO;681;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;LOTERICA;Único;;12;1;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;647;LOJA;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;656;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;656;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;SN;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE BRINQUEDOS;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;636;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;CASA DE JOGO DE BINGO;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;636;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;630;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE GESSO;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;622;;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;SN;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;GARAGEM;Único;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;SN;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;612;;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000001;Urbano;RUA OLEGARIO VALE;SN;;;;CENTRO;;Edificação em construção;;-;;12;2;59300000
